from,to,type,confidence,reason,step
"Function:gui_monitor/core/window.py:_get_window_title","proc_29_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_window_info","proc_30_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:get_window_info","proc_30_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_window_rect","proc_30_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_window_info","proc_31_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:get_window_info","proc_31_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_class_name","proc_31_cmd_window_info","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_foreground","proc_32_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:get_foreground_window","proc_32_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_window_title","proc_32_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_foreground","proc_33_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:get_foreground_window","proc_33_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_window_rect","proc_33_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_foreground","proc_34_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:get_foreground_window","proc_34_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_class_name","proc_34_cmd_foreground","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_serve","proc_35_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/server.py:start_server","proc_35_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/utils/dpi.py:get_screen_size","proc_35_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_serve","proc_36_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/server.py:start_server","proc_36_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/utils/dpi.py:get_dpi_scale","proc_36_cmd_serve","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_chat_agent","proc_37_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/chat_agent.py:monitor_loop","proc_37_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/chat_agent.py:_ensure_dirs","proc_37_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_chat_agent","proc_38_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/chat_agent.py:monitor_loop","proc_38_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/chat_agent.py:load_style_profile","proc_38_cmd_chat_agent","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/cli.py:cmd_chat_learn","proc_39_cmd_chat_learn","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/chat_agent.py:learn_style","proc_39_cmd_chat_learn","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/chat_agent.py:_ensure_dirs","proc_39_cmd_chat_learn","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/chat_agent.py:screenshot_chat","proc_40_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:focus_window","proc_40_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_window_title","proc_40_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",3
"Function:gui_monitor/chat_agent.py:screenshot_chat","proc_41_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",1
"Function:gui_monitor/core/window.py:focus_window","proc_41_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",2
"Function:gui_monitor/core/window.py:_get_window_rect","proc_41_screenshot_chat","STEP_IN_PROCESS",1,"trace-detection",3
